restaurant_link,country,region,longitude,latitude,restaurant_name,count_awards
g187087-d10627766,France,Nouvelle-Aquitaine,-0.374811,43.298466,Le St-Estèphe,2
g672717-d15581934,Italy,Umbria,12.671519,42.990875,La Cantina di Spello,2
g212535-d1775774,Ireland,Province of Leinster,-6.170308,53.19314,Macs Bar,2
g187525-d14063980,Spain,Valencian Country,-0.142235,38.537212,"L'aroma",2
g776898-d2314908,Spain,Cantabria,-3.213517,43.373756,Restaurante Hotel Las Rocas,2
g190724-d14086379,Wales,North Wales,-3.831016,53.323574,"Taylor's",2
g661469-d1904012,Spain,Valencian Country,-0.640897,38.27227,"Raco d'Anna",2
g652100-d3159828,Spain,Andalucia,-6.436097,36.74001,Peña Betica,2
g668020-d8553204,Greece,Peloponnese,22.118303,37.02469,Sef,2
g187791-d13367989,Italy,Lazio,12.47279,41.89263,Rimessa Roscioli,2
g552046-d783902,Wales,Ceredigion,-4.077675,52.11253,Ling Di Long,2
g580323-d15007851,Spain,Canary Islands,-15.681655,27.761545,El Bistro Tapas,2
g1076931-d2193172,United Kingdom,Cumbria,-2.603969,54.637695,"The King's Arms Hotel Restaurant",2
g186338-d731511,United Kingdom,London,-0.082938,51.519833,All Bar One Appold Street,2
g187441-d8288653,Spain,Andalucia,-3.604961,37.176567,7 Gatos,2
g186470-d14357743,Northern Ireland,Belfast,-5.927222,54.602222,44 Hill Street,2
g1054681-d2613161,Italy,Sardinia,8.810628,39.99256,su montigu,2
g7130576-d13082471,France,Auvergne-Rhone-Alpes,4.039444,45.151516,Le Julipinois,2
g187251-d5779661,France,"Provence-Alpes-Cote d'Azur",4.848783,44.112537,Le bistrot de chateauneuf,2
g947008-d14099008,Spain,Andalucia,-6.966695,37.187588,Restaurante Willy,2
g1055120-d3450646,United Kingdom,Surrey,-0.50412,51.34905,Raj Cuisine,2
g664034-d984591,Spain,Andalucia,-2.936056,37.70161,Pizzeria Miguel,2
g608934-d13294275,Italy,Tuscany,11.785556,43.17465,Ristorante La Stazione Torrita Di Siena,2
g187791-d10213847,Italy,Lazio,12.433396,41.80782,Bio Papilla,2
g186525-d3227004,Scotland,Edinburgh,-3.187708,55.950474,Patisserie Valerie Northbridge,2
g562819-d1000184,Spain,Canary Islands,-15.569011,27.759844,Padaban,2
g187791-d1012142,Italy,Lazio,12.525033,41.946293,Pizzando Grigliando,2
g1080259-d4565421,France,Ile-de-France,2.43114,48.70328,Hawely,2
g187514-d1208714,Spain,Community of Madrid,-3.684446,40.4351,Asador de Aranda,2
g660764-d2102969,Italy,Tuscany,10.063032,44.077885,Focacceria Santa Lucia,2
g186605-d15655014,Ireland,Province of Leinster,-6.272524,53.36072,Lorettas,2
g187350-d10106594,Germany,Lower Saxony,9.894815,51.555485,Chinarestaurant Pagoda,2
g187211-d4500713,France,"Provence-Alpes-Cote d'Azur",4.626972,43.677795,Mon Bar,2
g656612-d15196530,Ireland,Province of Leinster,-6.780327,53.35647,The Grill Shack,2
g227059-d13953720,United Kingdom,Tyne and Wear,-1.381943,54.899754,Mumbai Silk,2
g187265-d8651447,France,Auvergne-Rhone-Alpes,4.833247,45.753326,Bistrot La Varenne,2
g187058-d6943148,United Kingdom,Hertfordshire,-0.39111,51.65716,Tortilla Watford,2
g1190971-d7649620,Portugal,Northern Portugal,-8.000024,41.38913,Restaurante Cantinho,2
g1119844-d2599896,Italy,Marche,13.06691,43.135162,Noe Errante Wine And Food,2
g499567-d7110705,United Kingdom,Cumbria,-3.582557,54.543983,Castle Knights Bar & Grill,2
g187791-d1756484,Italy,Lazio,12.482612,41.900955,Osteria Allegro Pachino,2
g4600476-d4597275,Italy,Veneto,11.78999,44.97635,Agriturismo I Quarti,2
g194683-d6973131,Italy,Veneto,10.719567,45.546383,"Cafe' Italia",2
g186338-d17298137,United Kingdom,London,-0.071292,51.54627,Angelina,2
g315917-d10549105,Spain,Andalucia,-3.879367,36.745213,Sahara Lounge Restaurante,2
g187151-d15195356,France,Occitanie,2.36474,43.20744,"Les copains d'abord",2
g186338-d15021903,United Kingdom,London,-0.125167,51.52263,Palm Court,2
g1841472-d10716637,Poland,Southern Poland,19.428204,50.481384,Chicago Bar&Restaurant,2
g499484-d1225427,United Kingdom,Buckinghamshire,-0.985849,52.000748,Chengdu,2
g187147-d15141423,France,Ile-de-France,2.334136,48.87973,Pigalle Fromage Club,2
g186364-d2711689,United Kingdom,Yorkshire,-1.471819,53.382103,Leopold Hotel,2
g187346-d1347061,Germany,Hesse,8.164106,50.05746,Zum Kapellchen,2
g187831-d5489364,Italy,Lombardy,10.014972,45.131832,Lo Spuntino,2
g1188729-d4093173,Spain,Andalucia,-5.078315,37.541527,Plateria Restaurant,2
g580154-d13966950,France,Hauts-de-France,2.584473,49.204834,Chez Nous,2
g186460-d14783795,Wales,Southern Wales,-3.165459,51.494267,Hotpot Spot,2
g7692370-d7640338,Germany,Bavaria,11.91379,49.116314,Gasthaus Hummel,2
g186600-d14927262,Ireland,Province of Munster,-8.471545,51.895252,Izz Cafe,2
g2100354-d7900838,Italy,Lombardy,9.141544,45.795944,Da Nico,2
g187069-d9723679,United Kingdom,Greater Manchester,-2.179453,53.526615,Imperial Lounge,2
g187890-d13784483,Italy,Sicily,13.35899,38.120827,Finch - Pub & Food,2
g186338-d8831101,United Kingdom,London,-0.079681,51.52713,Homeslice Shoreditch,2
g1189113-d13976626,Spain,Canary Islands,-13.853275,28.412247,"Benny's Restaurant",2
g186621-d3498449,Ireland,Province of Munster,-8.629975,52.65993,Canteen,2
g190760-d14012150,United Kingdom,Somerset,-2.628089,50.940933,Texas Rocks,2
g194761-d15673092,Italy,Liguria,8.353221,44.171516,Da Ponci - Trattoria Artigianale,2
g186338-d15111405,United Kingdom,London,-0.084058,51.51509,Pizza Pilgrims,2
g667542-d1214552,Denmark,Zealand,11.757247,55.23088,"Wok N' Chopsticks",2
g187253-d5779480,France,"Provence-Alpes-Cote d'Azur",5.359589,43.294025,Le Chalet du Pharo,2
g666539-d14782886,Greece,South Aegean,28.054722,36.074165,Happy Friends,2
g274854-d10761325,Poland,Central Poland,18.608639,53.01278,Nalesnikarnia Manekin,2
g2155150-d14862139,Greece,Central Macedonia,22.947256,40.59083,Halaro,2
g187065-d6873705,United Kingdom,West Midlands,-2.124199,52.54027,Cafe Cappella,2
g187791-d15147516,Italy,Lazio,12.526368,41.878284,Brado,2
g187323-d7002350,Germany,Berlin,13.390577,52.506374,BarceLona Tapasbar & Restaurant,2
g644242-d3357030,Italy,Calabria,16.231298,39.334167,Salsera Ristorante-Pizzeria,2
g186220-d15607489,United Kingdom,Bristol,-2.60779,51.45645,Bare Grills,2
g644242-d4183405,Italy,Calabria,16.236206,39.334576,Pizzeria Talia,2
g194895-d2626598,Italy,Marche,13.884429,42.95192,Sasushi Light,2
g910982-d886879,Belgium,Flanders,3.202012,51.282497,Hof Ter Doest,2
g274707-d3964033,Czech Republic,Bohemia,14.403489,50.076923,Zubajda,2
g3695541-d7942359,Greece,Attica,23.70663,38.011993,Atelier Cafe Bar - Restaurant,2
g644184-d7681768,Germany,Lower Saxony,7.798312,53.69109,Restaurant Sandbank,2
g187371-d11622896,Germany,North Rhine-Westphalia,6.842208,50.939228,Thara Thai Restaurant,2
g187116-d1954150,France,Centre-Val de Loire,0.982158,47.412594,La Scaleta Amboise,2
g194794-d8290082,Italy,Tuscany,10.213173,43.90929,Ristorante del Bagno Panoramic,2
g3952106-d12953550,United Kingdom,Greater London,-0.301,51.60655,Chilli Lovers,2
g1071578-d14921808,France,Normandy,1.44044,49.73137,Come Inn,2
g2369886-d2365899,Italy,Abruzzo,13.726368,42.125145,Antichi Sapori,2
g186430-d3734797,Wales,North Wales,-4.125499,53.226746,"Valla's Fish & Chip Shop",2
g672983-d6823289,France,Occitanie,3.38805,44.77961,La Petite Maison,2
g3640805-d2316229,Spain,Catalonia,2.241253,42.058125,"Restaurant L'Auró",2
g504167-d9819589,United Kingdom,Greater London,-0.061456,51.344166,Las Fuentes Selsdon,2
g187205-d13915088,France,Nouvelle-Aquitaine,-0.329126,45.692574,Chez Bianca et Philippe,2
g187514-d1990919,Spain,Community of Madrid,-3.672219,40.431957,Milos,2
g188590-d3961139,The Netherlands,"",4.894122,52.372787,Yip Fellows,2
g482916-d5800213,France,Occitanie,4.64313,43.810318,La Grotte,2
g1055322-d2628294,France,Occitanie,3.606869,43.422825,Les Saveurs de Thau,2
g187147-d9783699,France,Ile-de-France,2.32025,48.87806,Chai Vous,2
g189852-d14803659,Sweden,"",17.789679,59.144756,Klockargårdens Våffleri,2
g503849-d14302123,United Kingdom,Hampshire,-1.576843,50.8725,Surfing Moo Moo,2
g194868-d5568075,Italy,Tuscany,11.099544,43.87557,Struttura Birra,2
g1063694-d9456683,Spain,Valencian Country,0.099722,38.727676,Casa Edy,2
g187781-d15557803,Italy,Campania,14.76674,40.67726,Il Piacere Del Gusto,2
g191280-d14119909,United Kingdom,Cornwall,-4.718668,50.471054,The Pad,2
g1193207-d6949731,Italy,Emilia-Romagna,11.074169,44.390526,La Bottega del Macellaio,2
g1591387-d15137331,Spain,Region of Murcia,-1.211827,37.575184,La Zagalica,2
g187371-d965543,Germany,North Rhine-Westphalia,6.95659,50.95504,Schelds em Oellig,2
g187177-d2049806,France,Hauts-de-France,2.397978,51.05084,Le Malouin,2
g580228-d5494653,Italy,Puglia,16.504097,41.245586,Juan Les Pins,2
g187331-d1342093,Germany,Hamburg,9.9424,53.54457,Marseille,2
g187147-d1745811,France,Ile-de-France,2.335833,48.88501,Armelle et Henri,2
g187785-d15014985,Italy,Campania,14.248897,40.832382,Misture cocktail bar,2
g312714-d3217076,Portugal,Algarve,-7.866385,37.049797,"O'Lagar",2
g187053-d1535502,United Kingdom,Greater Manchester,-2.380014,53.562237,The Jolly Carter,2
g186501-d15133590,Scotland,Argyll and Bute,-5.475403,56.41254,Oban Seafood Hut,2
g14053085-d3853059,France,Brittany,-2.122701,47.760437,Les Jardins Sauvages,2
g844515-d8605446,United Kingdom,Yorkshire,-1.58165,53.677998,"Casey's Fish and Chips",2
g196696-d7790169,France,Auvergne-Rhone-Alpes,6.566771,45.452,Ché Rickette,2
g187791-d12429411,Italy,Lazio,12.500174,41.911015,Smor - Cucina vikinga -,2
g187147-d5799414,France,Ile-de-France,2.396447,48.8675,La Nouvelle Etoile,2
g294458-d2210707,Romania,Bucharest,26.121897,44.421062,"Kumar's Agra Palace",2
g189180-d4046828,Portugal,Northern Portugal,-8.614372,41.147175,Taberna Galeria de Paris,2
g315910-d4045788,Spain,Andalucia,-4.554917,37.001114,Venta El Conejo,2
g187164-d6982665,France,Grand Est,6.165397,49.103844,Les Filles du Boucher,2
g1467815-d15557228,France,Occitanie,1.308172,43.56759,E&J,2
g187791-d8118521,Italy,Lazio,12.468912,41.883057,Pizza in Trastevere,2
g644248-d14203510,Italy,Lazio,12.690736,41.79191,Casa Maggiolina,2
g652016-d1103202,Italy,Sardinia,9.672118,40.77074,Ristorante da Nardino,2
g1064230-d14152667,Spain,Valencian Country,-0.486904,38.343372,Altabirra,2
g1131341-d3456634,Italy,Emilia-Romagna,9.841844,44.88069,Trattoria del Turista,2
g799536-d15218199,Italy,Lazio,12.69048,41.70706,Dual Soul,2
g1079908-d14052054,Italy,Piedmont,8.838624,44.73611,Lindt,2
g652023-d4699958,Italy,Sicily,13.490942,37.28909,Mediterraneo,2
g11829986-d2316478,United Kingdom,East Sussex,0.555478,50.85084,Azur,2
g190817-d7656531,United Kingdom,Dorset,-2.477414,50.624607,The John Gregory Weymouth,2
g1940485-d3159391,France,Occitanie,2.761724,44.520504,Brasserie du Palais,2
g499523-d2669313,United Kingdom,Cheshire,-2.725006,53.360718,Brewers Fayre,2
g187199-d13866712,France,Pays de la Loire,-0.070925,47.268917,"L'Escale de la Gare",2
g186534-d8393762,Scotland,Glasgow,-4.254469,55.857063,Muffin Break,2
g562647-d15582501,Spain,Community of Madrid,-3.603135,40.02998,Azahar,2
g274924-d7903294,Slovakia,Bratislava Region,17.138565,48.16087,BRICK beer&restaurant,2
g187111-d15027397,France,Bourgogne-Franche-Comte,5.040075,47.323063,Jsb Coffee,2
g644209-d4570796,Greece,Crete,23.684038,35.231888,The Seagull,2
g1080253-d2666508,France,Ile-de-France,2.096415,49.019085,Aux Petits Oignons,2
g551696-d2050070,United Kingdom,Devon,-3.490331,50.978634,Exeter Inn,2
g1201159-d3832957,Italy,Friuli Venezia Giulia,12.525475,45.90103,Osteria Agli Stemmi,2
g187147-d12006211,France,Ile-de-France,2.33472,48.88518,Soji Thai,2
g187331-d11869434,Germany,Hamburg,9.989444,53.554333,Eat,2
g668290-d5818553,United Kingdom,Yorkshire,-2.101065,53.688744,Border rose pub,2
g188666-d15042303,Belgium,Flanders,3.722628,51.056934,Jetje,2
g1871294-d3673886,Spain,Castile and Leon,-2.817747,41.699284,El Palomar,2
g187289-d2478036,Germany,Baden-Wurttemberg,8.365993,49.001293,Kesselhaus,2
g1064406-d15672373,Spain,Canary Islands,-13.861606,28.49866,Origen,2
g274725-d7909746,Poland,Northern Poland,18.611208,54.381687,Fukafe,2
g1566379-d9732342,Italy,Basilicata,16.43739,40.379444,Paninoteca o sole mio,2
g189158-d13986586,Portugal,Central Portugal,-9.142767,38.719162,Zenith Brunch & Cocktails - Lisboa,2
g1515257-d3530193,Italy,Emilia-Romagna,11.907115,43.947872,La Contessa,2
g186338-d3636388,United Kingdom,London,-0.091926,51.52849,The Eagle,2
g315980-d12967919,United Kingdom,Yorkshire,-1.805553,54.285107,Middleham Fish & Chips,2
g187895-d7391058,Italy,Tuscany,11.201721,43.80242,Baccanale Firenze,2
g188590-d7605127,The Netherlands,"",4.887208,52.37776,"J.D. William's Whisky Bar",2
g187870-d3678475,Italy,Veneto,12.350365,45.43222,Wine Bar Angio,2
g1064217-d4235883,Spain,Valencian Country,-0.773672,38.34123,Restaurante Ya,2
g1985343-d3735214,Italy,Campania,15.103149,40.800278,Il Caliendo,2
g12385295-d13542531,Spain,Extremadura,-5.897297,38.152313,Meson La Fuente,2
g580397-d14799683,The Netherlands,"",3.446875,51.39045,Paviljoen de Strandganger,2
g1488830-d12235378,Greece,Ionian Islands,20.682047,38.62233,Taverna Delfinia,2
g2427261-d6984593,Poland,Southern Poland,18.622774,50.39146,Umami Restaurant,2
g1784073-d3535612,Poland,Southern Poland,19.938135,49.83642,Restauracja Stek,2
g660259-d8749348,Portugal,Northern Portugal,-8.490478,40.893375,Churrasqueira Da Rotunda Luminosa,2
g187497-d3905671,Spain,Catalonia,2.175494,41.388668,"O'Marulo",2
g187890-d7784493,Italy,Sicily,13.357695,38.12068,Caffè del Teatro,2
g187323-d2276591,Germany,Berlin,13.327889,52.503147,Leysieffer Chocolaterie,2
g187191-d12452629,France,Normandy,1.097839,49.439903,Rotomagus,2
g189158-d3793878,Portugal,Central Portugal,-9.154914,38.708744,Osteria Cucina di Amici,2
g667173-d2527391,Italy,Puglia,16.556568,40.836063,Villa di Bacco,2
g187371-d2250611,Germany,North Rhine-Westphalia,6.940691,50.92821,Restaurant Fasika,2
g608659-d12556145,Austria,Austrian Alps,13.298807,47.79614,Hotel Seerose Restaurant,2
g186338-d953841,United Kingdom,London,-0.090019,51.511574,All Bar One Cannon Street,2
g187391-d1933462,Germany,Rhineland-Palatinate,7.601862,50.353333,Weindorf Koblenz,2
g970234-d3667438,Belgium,Flanders,5.114537,51.18884,Bouffard,2
g780810-d2145024,Italy,Sardinia,9.01975,39.151886,Sa Cardiga e Su Schironi,2
g190454-d12929158,Austria,Vienna Region,16.39155,48.20269,EL GAUCHO am Rochusmarkt,2
g315921-d809227,Spain,Catalonia,2.959686,42.26751,Catalunya Amor Meu !,2
g187147-d5932452,France,Ile-de-France,2.346951,48.83614,Buddha Restaurant,2
g1009388-d4042930,Sweden,"",17.867798,59.40255,Lilla Barkarby Bar & Matsal,2
g186525-d3756332,Scotland,Edinburgh,-3.200638,55.96197,Coffee Angel,2
g1190866-d8643289,Portugal,Alentejo,-8.805167,37.59761,Restaurante Rocamar,2
g187801-d12631961,Italy,Emilia-Romagna,11.339104,44.440277,"Ristorante dell'Agriturismo Ben Ti Voglio",2
g186338-d2002917,United Kingdom,London,0.026726,51.51012,Custom House Pub,2
g1064416-d3870670,Spain,Asturias,-5.730556,43.385902,El Asador de Abel,2
g1059838-d15610170,Italy,Emilia-Romagna,11.02556,44.533463,La Stria Della Mamma,2
g194897-d17795555,Italy,Trentino-Alto Adige,11.931839,46.57144,Wine Bar & Grill,2
g1073586-d3721356,France,Corsica,8.793554,42.499485,Pizzanotte,2
g1064230-d3638039,Spain,Valencian Country,-0.489584,38.344707,Gourmet Experience,2
g190773-d3324107,United Kingdom,Lancashire,-3.029639,53.74886,The Cartland Restaurant,2
g635924-d8742680,United Kingdom,Surrey,-0.59964,51.193,Kings Cuisine,2
g187202-d1335703,France,Hauts-de-France,3.618271,49.564644,Estaminet Saint Jean,2
g580179-d10385098,France,Nouvelle-Aquitaine,-1.369667,46.204994,Kokot,2
g790404-d9829684,Italy,Friuli Venezia Giulia,13.000537,46.164497,"Flame'n Co. San Daniele",2
g186338-d15293645,United Kingdom,London,-0.194167,51.515114,Noce,2
g187795-d12929099,Italy,Marche,13.511862,43.562424,Buona La Prima,2
g673266-d12965822,Spain,Catalonia,1.728076,41.218098,Pizza Zero,2
g652380-d7284339,United Kingdom,East Sussex,-0.174405,50.828815,Lickle More,2
g186460-d7621365,Wales,Southern Wales,-3.171373,51.480694,Steak of the Art,2
g196657-d1998638,France,Hauts-de-France,2.292131,49.89165,Le Tassigny,2
g198557-d2570957,Germany,North Rhine-Westphalia,8.521212,51.19207,Pannenkoekenhuis Der Brabander,2
g7029207-d10445050,Portugal,Central Portugal,-9.316009,39.36431,Taberna dos Almocreves,2
g227889-d10769576,Italy,Sardinia,9.199377,39.224277,Lido Mediterraneo Ristorante Pizzeria Bar,2
g780820-d13998856,United Kingdom,Somerset,-2.738474,51.123554,The King Alfred,2
g1636869-d6885787,Italy,Emilia-Romagna,12.64196,43.92265,Trattoria La Romagnola,2
g187849-d1027157,Italy,Lombardy,9.226138,45.456142,Trattoria del Nuovo Macello,2
g612457-d1501997,The Netherlands,"",6.718544,52.263107,Hotel & Restaurant Het Witte Paard,2
g186534-d15361351,Scotland,Glasgow,-4.254813,55.862476,Cùl Cùil,2
g1080041-d6924217,France,Occitanie,4.203864,43.78263,Lino Restaurant,2
g187514-d3388011,Spain,Community of Madrid,-3.698556,40.44749,Aroy Thai,2
g1380878-d7284585,France,"Provence-Alpes-Cote d'Azur",6.87789,43.64178,Mimi&Co,2
g187179-d1800259,France,Normandy,0.2254,49.22769,Le Dauphin,2
g668021-d10172223,Greece,Peloponnese,21.958271,36.797287,Barbarossa Restaurant,2
g1785702-d3736301,Italy,Emilia-Romagna,10.729565,44.84477,Osteria Bar La Rocca,2
g1065633-d12438000,France,Brittany,-3.220619,47.371853,"L'Herminoise",2
g187514-d13290853,Spain,Community of Madrid,-3.550108,40.448257,La Nacional,2
g187337-d1340739,Germany,Hesse,8.712358,50.111595,Gref-Voelsings Rindswurst,2
g189158-d6976663,Portugal,Central Portugal,-9.19419,38.706493,Pateo Alfacinha,2
g209970-d15185685,United Kingdom,Derbyshire,-1.557595,53.139282,The Tipsy Toad,2
g3665642-d3671127,Italy,Veneto,12.08004,45.87192,Pub La Stiva,2
g262063-d8582375,Spain,Castile-La Mancha,-3.1687,40.63388,Davalos,2
g189117-d1495426,Portugal,Algarve,-8.67605,37.09693,Bom Apetite,2
g1429598-d10623232,Greece,Ionian Islands,20.899498,37.787945,Tsikoudia,2
g652121-d1925636,Spain,Canary Islands,-13.824863,28.862867,The Italian Job,2
g662606-d14048618,Spain,Canary Islands,-16.734766,28.07975,Freeze Rollitos De Helado,2
g186466-d10205574,Wales,Southern Wales,-3.974188,51.613304,Brynmill Coffee House,2
g1438734-d2331385,Italy,Umbria,12.767969,42.828,Il Caminetto,2
g677734-d3483874,United Kingdom,Worcestershire,-2.032011,52.12359,The Old Chestnut Tree Inn,2
g186338-d2144867,United Kingdom,London,-0.04356,51.50638,Mogul,2
g196481-d1205696,Greece,South Aegean,25.28206,36.721714,Fun Pub,2
g658696-d4474156,Greece,Central Macedonia,23.54803,41.09015,Volta Bar,2
g2624706-d5259598,Germany,Mecklenburg-West Pomerania,11.234562,53.973385,Zum Klausner,2
g186330-d1507161,United Kingdom,Cumbria,-2.923521,54.350357,The Dining Room at Lindeth Howe Country House Hotel,2
g303467-d5577964,Italy,Emilia-Romagna,10.65119,44.91748,Pizzeria Franco & Miki,2
g635617-d2360422,Italy,Campania,14.722117,40.668377,Eco Del Mare,2
g1165146-d5498320,France,Ile-de-France,3.086369,48.8018,le Palais Marocain,2
g580327-d6000746,Spain,Catalonia,2.654403,41.61254,Frankfurt La Riera,2
g6160395-d3371599,Spain,Canary Islands,-15.40303,27.853764,Vaqueria Las Salinas,2
g1184536-d6924233,Germany,Baden-Wurttemberg,9.429969,47.795387,Mohren,2
g186338-d14962827,United Kingdom,London,-0.122869,51.510796,Lady of the Grapes,2
g562731-d12859593,France,Pays de la Loire,-1.655592,46.430187,O K OU!,2
g227059-d8476594,United Kingdom,Tyne and Wear,-1.378539,54.906326,Thai Bay Bar&Restaurant,2
g677062-d12955496,Greece,West Greece,21.434843,37.67203,Triada,2
g1079400-d4539276,France,Bourgogne-Franche-Comte,3.801247,47.815327,Chablis Bar,2
g187514-d7235085,Spain,Community of Madrid,-3.675275,40.420418,Marcano,2
g190757-d14099302,United Kingdom,Essex,0.462163,51.570404,Deniz Restaurant,2
g1096054-d2406585,Italy,Sicily,14.228202,37.074833,La Brace,2
g196605-d14135649,France,Occitanie,4.0852,43.5593,EuroPizza,2
g947936-d12512408,Poland,Northern Poland,18.299168,54.834167,Promenada Pizzeria & Restaurant,2
g187795-d7732607,Italy,Marche,13.514453,43.564045,"L'amo in Bocca",2
g187849-d7733310,Italy,Lombardy,9.206918,45.46942,Kitchen Amore,2
g186402-d12125028,United Kingdom,West Midlands,-1.878332,52.452713,"Shazan'z Ladypool Road",2
g187147-d3560446,France,Ile-de-France,2.339488,48.891113,Bululu Arepera,2
g1939037-d5551845,France,Nouvelle-Aquitaine,-0.526756,44.681496,La Table de Montesquieu,2
g186306-d4313872,United Kingdom,Hertfordshire,-0.336858,51.74845,The Garibaldi,2
g1086728-d10538417,France,Pays de la Loire,-2.167477,47.16525,La Caravelle,2
g580403-d10444683,United Kingdom,Isle of Wight,-1.292167,50.700268,Hogshead,2
g295371-d10886256,Croatia,Dalmatia,18.105768,42.642223,Pizzeria Tomato,2
g3222416-d10769588,Poland,Northern Poland,18.50622,54.632633,Checz Kole Szperka,2
