restaurant_link,country,region,longitude,latitude,restaurant_name,count_awards
g194860-d2269905,Italy,Tuscany,11.142428,42.43383,Al Pozzarello,4
g1024750-d10382496,Italy,Veneto,12.342042,45.54497,Osteria Dammi il 5,4
g641751-d7815221,Austria,Austrian Alps,11.67066,47.076904,Tuxer Ferner Haus,4
g189934-d3483671,Finland,Uusimaa,24.945473,60.172176,Plaza Restaurant,4
g187861-d2136685,Italy,Trentino-Alto Adige,11.110855,46.02549,Restaurant Mas dela Fam,4
g319794-d3223909,Spain,Balearic Islands,2.694444,39.798058,Cava Cafe Bar,4
g664610-d5571042,Spain,Cantabria,-3.542556,43.497025,Restaurante Isla Bella,4
g190750-d4559165,Scotland,Argyll and Bute,-4.928611,55.952133,The Lorne Bar,4
g274707-d4209799,Czech Republic,Bohemia,14.5103,50.01837,Di Carlo - Seberov,4
g190454-d1879202,Austria,Vienna Region,16.347921,48.19232,Nam Nam,4
g1183972-d3204385,Germany,Bavaria,12.74275,47.93176,Landhaus Tanner,4
g642170-d12194524,Greece,South Aegean,25.239256,37.124615,Statheros,4
g551607-d2723317,Ireland,Province of Connacht,-8.917152,53.79212,Cafe le Cheile,4
g562712-d1333711,France,Brittany,-2.965967,48.065224,Le Cul de Poule,4
g196669-d1219279,France,Nouvelle-Aquitaine,-0.624881,45.745445,"Les Saveurs de l'Abbaye",4
g187780-d2224125,Italy,Campania,14.594813,40.63085,La Preferita,4
g635872-d4754466,Italy,Lombardy,9.27202,45.58019,Gelateria Il Pavone,4
g1087427-d4367006,The Netherlands,"",5.36264,51.70418,Wapen van Rosmalen,4
g1124672-d10769565,France,"Provence-Alpes-Cote d'Azur",4.93034,43.956455,"O'Gastos",4
g1096783-d8761230,United Kingdom,Merseyside,-3.175742,53.39372,Lazaros Greek Restaurant Hoylake,4
g186336-d2310191,United Kingdom,Lincolnshire,-0.581222,53.202576,The Elite Fish & Chip Restaurant,4
g651849-d3848162,Germany,Hesse,8.449979,50.135944,Tuttolomondo,4
g194931-d2648718,Italy,Lazio,13.256484,41.28723,Trattoria del Buongustaio,4
g1537411-d3437044,Italy,Tuscany,10.324859,44.120777,Chiar di Luna,4
g1537346-d11836187,Italy,Emilia-Romagna,12.600831,43.968304,"deLirio Bistro' Pizzeria",4
g188590-d2086649,The Netherlands,"",4.888659,52.354652,Orontes,4
g635678-d3366452,United Kingdom,Kent,1.428047,51.36267,The Hogs Head,4
g1050289-d2262640,Italy,Trentino-Alto Adige,11.877322,46.778538,"Lerchner's",4
g189541-d12115385,Denmark,Zealand,12.571534,55.680492,Restaurant Dada,4
g186338-d720377,United Kingdom,London,-0.13888,51.520645,Ragam,4
g660483-d4493586,Greece,Ionian Islands,19.844664,39.65235,Vergina,4
g196716-d2521158,France,Auvergne-Rhone-Alpes,6.581156,45.29738,La Paillote,4
g187872-d8864892,Italy,Veneto,11.54682,45.54637,Pasticceria Venezia,4
g186460-d3446906,Wales,Southern Wales,-3.177071,51.494724,Icookthai,4
g652103-d10832328,Spain,Andalucia,-4.99259,36.48234,i Noodle,4
g187892-d10250716,Italy,Sicily,15.288474,37.852077,Gourmet 32,4
g274770-d7105734,Poland,Central Poland,20.648218,50.88054,John Burg Restaurant,4
g666312-d2159372,Greece,South Aegean,27.286327,36.898758,Twin Dragon,4
g445040-d11912049,Northern Ireland,"",-6.051242,54.506958,Boston Grill,4
g1163198-d3294570,Italy,Piedmont,7.908056,44.785,Cantina dei Cacciatori,4
g1191998-d12273943,Greece,Epirus,20.54642,39.17705,White Sands,4
g189102-d10454249,Portugal,Alentejo,-8.035316,37.90652,Restaurante Sabores Do Monte,4
g1179370-d3878463,Italy,Trentino-Alto Adige,11.281328,46.922256,Schneeberg,4
g188575-d745606,The Netherlands,"",5.700873,50.849586,"Harry's",4
g187849-d781928,Italy,Lombardy,9.169909,45.4778,La Taverna dei Golosi,4
g425002-d10510517,France,Nouvelle-Aquitaine,-1.429203,43.65827,WAXED,4
g551490-d1125811,Ireland,Province of Munster,-9.708959,51.495834,"The Heron's Cove Restaurant",4
g186338-d942184,United Kingdom,London,-0.277454,51.508255,North China Restaurant,4
g190754-d10481860,Ireland,Province of Munster,-8.160653,52.473892,Prime 74 Restaurant,4
g186394-d7011340,United Kingdom,Tyne and Wear,-1.611722,54.973988,Tyneside Bar Cafe,4
g187256-d10056279,France,"Provence-Alpes-Cote d'Azur",4.833878,43.788967,O-sushi Bar,4
g227852-d7660614,Spain,Extremadura,-6.374809,39.46978,La Marina Cafe Bar Restaurante Caceres,4
g1972578-d1070116,Italy,Lombardy,10.204533,45.613663,"Miramonti L'Altro",4
g274772-d7716590,Poland,Southern Poland,19.934107,50.06294,Gorace Paczki,4
g562748-d10678338,France,Auvergne-Rhone-Alpes,6.493405,45.17456,Ski Food,4
g186411-d7367603,United Kingdom,Yorkshire,-1.64744,53.83318,Istanbul Grill,4
g1826202-d4108191,United Kingdom,Yorkshire,-0.434588,54.199554,Harpers Fish & Chip Restaurant,4
g187311-d2338126,Germany,Bavaria,13.457321,48.573284,Bayerischer Lowe,4
g1497687-d6481307,France,Auvergne-Rhone-Alpes,2.868351,45.11213,l arome antique,4
g315915-d10262497,Spain,Andalucia,-4.617156,36.546837,Namaste Fusion,4
g947038-d7803369,Italy,Sicily,15.347,37.9206,La Bella,4
g642199-d4943057,Portugal,Algarve,-8.587947,37.142635,"Casa d'Avo Maria",4
g190454-d4458905,Austria,Vienna Region,16.37161,48.20337,Vapiano Moulin Rouge,4
g666663-d10271733,Italy,Sicily,13.292597,38.08262,Le Barrique,4
g274812-d8727664,Poland,Southern Poland,17.029718,51.111248,Mango Mama Rynek,4
g190748-d1847094,United Kingdom,Yorkshire,-1.792469,53.60333,"The Canton Chef, Honley",4
g1079250-d7975438,Spain,Andalucia,-4.530453,36.597485,Il Rifugio,4
g187155-d10732731,France,Occitanie,2.999367,43.18414,Tablao Flamenco,4
g503874-d2096687,United Kingdom,Herefordshire,-3.02769,52.20417,oxford arms hotel,4
g187849-d10050729,Italy,Lombardy,9.176598,45.466053,Ammu Cannoli Espressi Siciliani,4
g616162-d7200974,Greece,Crete,25.465778,35.282402,Sopato,4
g187265-d11804322,France,Auvergne-Rhone-Alpes,4.842639,45.76589,La Cantine,4
g2299332-d4926929,Italy,Campania,14.369091,40.84127,Pizzeria Funiculi,4
g1007643-d11789161,United Kingdom,Surrey,0.012847,51.218605,The Grumpy Mole Oxted,4
g1643721-d3427407,Italy,Lazio,13.291017,42.628452,Pizzeria Trattoria La lanterna,4
g580400-d2096040,The Netherlands,"",4.585,51.92197,Perceel,4
g262058-d4268616,Spain,Extremadura,-6.970253,38.878506,Cerveceria Pepe Jerez,4
g187791-d1373870,Italy,Lazio,12.46837,41.88624,Somo Restaurant,4
g187221-d2719567,France,"Provence-Alpes-Cote d'Azur",7.029025,43.548157,Plage Croisette Beach MGallery,4
g186414-d1426440,United Kingdom,Wiltshire,-1.796246,51.07485,Milano Italian Restaurant,4
g294452-d9785342,Bulgaria,Sofia Region,23.325481,42.69084,Mekitsa & Coffee,4
g736883-d4070180,Northern Ireland,"",-6.254194,54.101273,Fulla Beans Coffee & Food Bar,4
g1190872-d10215250,Portugal,Algarve,-8.198913,37.093792,Tatsumi Restaurante Japones,4
g608928-d6976105,Italy,Sicily,13.193425,38.70819,Carpe Diem,4
g1149890-d3264274,Italy,Campania,14.548531,40.67897,"L'Angolo Del Paradiso",4
g1068892-d5959117,Portugal,Alentejo,-7.661965,37.636124,Espaco Casa Amarela,4
g274887-d4038059,Hungary,Central Hungary,19.062752,47.523857,Fanyuvo,4
g671579-d3441368,Italy,Sardinia,9.440715,41.122547,La Vecchia Lampara,4
g1933070-d4341188,Belgium,Flanders,4.783828,51.21945,De Wingerd,4
g187440-d1581641,Spain,Andalucia,-4.499167,36.625557,La Campana,4
g187514-d6369539,Spain,Community of Madrid,-3.683828,40.423843,Restaurante More,4
g670815-d11786639,Italy,Lombardy,9.239787,45.60292,DON Nippon Taste,4
g187898-d4755639,Italy,Tuscany,10.506696,43.845554,St. Bartholomeo Rua Prudente,4
g187855-d2512718,Italy,Piedmont,7.65321,45.08188,Ristorante Al Campidoglio,4
g186338-d11956747,United Kingdom,London,0.012592,51.450497,Cabrera,4
g1076867-d2406964,Italy,Lombardy,9.197364,45.97058,Lido di Lenno,4
g187080-d8008548,France,Nouvelle-Aquitaine,-1.564343,43.479267,Laketua,4
g488305-d1773517,Spain,Castile and Leon,-2.465589,41.76257,Restaurante Baluarte,4
g187147-d8523413,France,Ile-de-France,2.333978,48.86998,"Le P'tit Breton",4
g661248-d6788500,France,Occitanie,1.49996,43.63924,"l'Asador",4
g187895-d1725277,Italy,Tuscany,11.262107,43.771507,"Vestri Cioccolato d'Autore",4
g1080922-d11668604,France,Auvergne-Rhone-Alpes,6.145319,45.921738,"La Crêperie d'Annecy le vieux",4
g1077062-d2167178,Italy,Abruzzo,14.018398,42.4912,Da Margherita,4
g7902958-d1719232,France,Auvergne-Rhone-Alpes,3.998325,45.2512,Lou Pinatou,4
g187147-d2334042,France,Ile-de-France,2.293153,48.863777,Shang Palace,4
g10368828-d4226750,Italy,Friuli Venezia Giulia,13.0407,46.05029,Osteria alla Campana,4
g187234-d2542303,France,"Provence-Alpes-Cote d'Azur",7.277822,43.698433,Debin ur Begad,4
g652095-d6949565,Romania,Southwest Romania,23.791546,44.31661,Casa Ghincea,4
g1778112-d1057790,The Netherlands,"",5.308063,51.36028,Restaurant Promessa,4
g196482-d1947236,France,Corsica,8.763785,42.55686,La Licorne,4
g186220-d3371168,United Kingdom,Bristol,-2.615308,51.470253,Piazza DI Roma,4
g194944-d1497262,Italy,Piedmont,8.57472,45.93674,Ostaria Sassin,4
g187331-d718297,Germany,Hamburg,9.99189,53.555668,Restaurant Haerlin,4
g196685-d11698915,France,"Provence-Alpes-Cote d'Azur",4.427522,43.45244,Chez Fanneu,4
g1191575-d4587560,Greece,South Aegean,26.93417,36.994995,Panos o Mitilinios,4
g499558-d732168,United Kingdom,Cumbria,-2.528889,54.323612,Dalesman Country Inn,4
g187309-d12194056,Germany,Bavaria,11.537314,48.13646,Rosso Mille Miglia,4
g4358946-d3561446,France,Grand Est,7.535408,47.63639,"Au Lion d'Or",4
g910341-d8466385,Greece,Peloponnese,23.143936,37.323254,Veranda del Vino,4
g4297413-d7617408,Italy,Piedmont,8.386556,45.033054,vecchia rocka pub,4
g1087492-d12099137,The Netherlands,"",5.631342,52.300514,Restaurant Van Sprang,4
g194808-d11434350,Italy,Puglia,15.927453,41.63398,Ristorante Il Cappero,4
g3654559-d6742787,Italy,Lombardy,9.706264,45.28785,Bucalì Ristorante Pizzeria,4
g187153-d3725012,France,Occitanie,3.873875,43.608467,Le Valentino,4
g187529-d12259306,Spain,Valencian Country,-0.374406,39.469776,Los Gómez Taberna,4
g194673-d10735797,Italy,Tuscany,11.878633,43.48012,Ai Gelsi,4
g315915-d7139938,Spain,Andalucia,-4.611944,36.554863,Restaurante Cosmopolita,4
g2369013-d3380190,Italy,Basilicata,16.24447,40.741905,La Contessa osteria,4
g1016057-d1741374,Italy,Tuscany,11.291979,42.599464,La Poventa,4
g186338-d4083171,United Kingdom,London,-0.134747,51.41841,The Railway,4
g1587915-d2310379,France,Auvergne-Rhone-Alpes,5.011375,44.611153,The Fontaine Minérale,4
g551743-d718455,Scotland,Fife,-2.696217,56.222088,Cellar,4
g2016257-d8788075,Italy,Lombardy,9.039376,45.309914,Antica Trattoria Degli Angeli,4
g186394-d7204953,United Kingdom,Tyne and Wear,-1.616414,54.969677,Zapatista Burrito Bar,4
g1973420-d10394841,Italy,Veneto,11.307972,45.09263,Tintero Boat,4
g609032-d988639,Spain,La Rioja,-2.237396,42.213364,Bodega La Petra,4
g198491-d5793022,Germany,Hesse,8.059633,50.386387,Restaurant Indian Palace Limburg,4
g580203-d11666898,Italy,Campania,14.794803,40.91773,Pizzeria Madison Avellino,4
g667173-d9553031,Italy,Puglia,16.55107,40.825157,Teatro del Gusto,4
g187529-d1748498,Spain,Valencian Country,-0.36236,39.494,Cerveceria 100 Montaditos,4
g190745-d11514907,United Kingdom,Berkshire,-1.326578,51.398563,Khonkaen Thai Cuisine,4
g1077104-d2260548,Italy,Veneto,12.538257,45.857746,Ristorante BATTISTELLA,4
g190739-d10478015,United Kingdom,Greater Manchester,-2.350833,53.38563,Tavern on The Green,4
g186584-d10557175,Scotland,The Hebrides,-5.655338,56.45526,Duart Castle Tearoom,4
g187069-d730758,United Kingdom,Greater Manchester,-2.237494,53.484535,Bluu - Manchester,4
g187791-d10825421,Italy,Lazio,12.498065,41.899246,Centro Ristorante,4
g194719-d4026721,Italy,Puglia,16.939411,40.62932,Il Grottino 1442,4
g1069109-d5790702,Spain,Basque Country,-2.503731,43.366066,Restaurante Egana,4
g2296424-d3489400,Italy,Marche,13.337123,42.901768,Ristorante La Scampagnata,4
g186258-d2084814,United Kingdom,Devon,-4.1336,50.37139,Cafe Kiss,4
g186525-d1124747,Scotland,Edinburgh,-3.185726,55.957333,passage to india,4
g664630-d4443999,Greece,Ionian Islands,20.796614,38.074432,Marabou Cafe,4
g188633-d4460890,The Netherlands,"",4.305658,52.08251,Lola bikes & coffee,4
g189852-d4011057,Sweden,"",18.062546,59.334427,Tokyo Diner,4
g190728-d3572652,United Kingdom,Durham,-1.501233,54.518906,Beefeater Morton Park,4
g188671-d8431313,Belgium,Flanders,3.2245,51.202393,"'t walpoortje",4
g191255-d12070598,United Kingdom,Merseyside,-2.963506,53.659115,The Wagging Tail Cafe,4
g3577693-d8642783,Italy,Lombardy,10.32028,46.12021,Il Veliero,4
g2137059-d10266142,United Kingdom,Greater London,0.108211,51.463318,Chupitos Tapas Bar and Restaurant,4
g1100117-d4271934,Spain,Valencian Country,-0.522264,38.988735,El Gourmet del Socarrat,4
g187497-d3677896,Spain,Catalonia,2.180357,41.38014,La Republica,4
g227668-d12072363,Italy,Lombardy,9.288558,45.429863,Portolano Mediterraneo,4
g1079393-d10463647,France,Brittany,-2.7267,48.530464,Le Chalutier,4
g187514-d10031149,Spain,Community of Madrid,-3.708886,40.41128,LaLina,4
g659319-d10134541,Germany,Lower Saxony,10.557526,52.963673,Mr. T,4
g652103-d6740901,Spain,Andalucia,-4.995235,36.477913,La Distillerie 1870,4
g635769-d2204934,Bulgaria,"",27.696707,42.41786,Selena Restaurant Sozopol,4
g187847-d7002819,Italy,Piedmont,8.537192,45.88489,Regina Palace,4
g187791-d10779312,Italy,Lazio,12.428114,41.878216,Ristorante Cousine,4
g194848-d11903480,Italy,Puglia,16.01282,41.94889,Borgo Antico,4
g187855-d4258903,Italy,Piedmont,7.666869,45.08288,Sole di Sicilia,4
g187458-d10475122,Spain,Basque Country,-2.681233,42.84423,El Mexicano Y Mucho Mas,4
g187497-d1206652,Spain,Catalonia,2.160833,41.396732,Thailandes Thai Restaurant,4
g194861-d3588387,Italy,Tuscany,10.306786,42.803333,Pizzeria Rosticceria Tre Archi di Frassini S.,4
g187460-d12478915,Spain,Balearic Islands,1.442514,38.91331,Calma Bistró,4
g198603-d8361438,Germany,Lower Saxony,10.612281,51.72218,51 Nord,4
g551869-d2248840,Scotland,The Hebrides,-6.067576,56.62309,Spice of Mull,4
g187075-d5508169,France,Grand Est,7.741389,48.58529,BISTROT MODERNE,4
g187823-d3463704,Italy,Liguria,8.953544,44.40399,Tartan Pub,4
g504154-d3194443,United Kingdom,Staffordshire,-1.926539,53.093998,Jervis Arms,4
g186220-d11916002,United Kingdom,Bristol,-2.570644,51.52869,The Hampi,4
g186220-d2193432,United Kingdom,Bristol,-2.61999,51.45056,Shiraz Persian Restaurant,4
g196631-d1336746,France,Hauts-de-France,2.780385,50.291294,"L'Ambassade d'Arras",4
g1934185-d2012230,United Kingdom,Greater London,0.097839,51.373867,Shimla Pink,4
g187907-d11904699,Italy,Umbria,12.38966,43.110428,Locanda del Bartoccio,4
g189415-d6672716,Greece,Crete,24.014622,35.513187,Daglas,4
g804545-d4177604,Sweden,West Coast,11.281769,58.598343,Restaurang Matilda,4
g315910-d6852689,Spain,Andalucia,-4.564129,37.020954,La Cantina,4
g562820-d4607322,Spain,Canary Islands,-16.732609,28.060633,The Dubliner Bar,4
g656870-d4601294,Spain,Andalucia,-3.952355,36.728764,Chiringuito Rincon de Pepe,4
g676533-d10064572,Greece,Ionian Islands,20.11113,39.388474,Florida Restaurant & Bar,4
g188632-d7256156,The Netherlands,"",4.466094,51.91523,Burger Club,4
g735237-d5854373,Italy,Lazio,12.415339,42.288235,Da Erminio alla Ghiacciaia,4
g189418-d4052860,Greece,Crete,25.76058,35.00601,Klio,4
g3738252-d3738200,Italy,Sardinia,9.112271,40.302322,"Pizzeria S'arzola",4
g188590-d15124422,The Netherlands,"",4.898336,52.366413,Graphite by Peter Gast,4
g194725-d11916410,Italy,Tuscany,10.525217,43.295517,B Cucina & Pizza,4
g187286-d4185699,Germany,Baden-Wurttemberg,8.680502,49.384228,"Hakim's Imbiss- und Steakhaus",4
g635855-d1350395,Germany,Hesse,8.443873,49.612144,Zur Luderitzbucht,4
g188644-d2016649,Belgium,Brussels,4.383729,50.84452,Il Viticolo,4
g187198-d10302283,France,Pays de la Loire,-1.561713,47.21221,Le Cambronne,4
g189541-d12130126,Denmark,Zealand,12.567047,55.685116,Slurp Ramen Joint,4
g262060-d3380619,Spain,Catalonia,3.177222,42.262012,Dinamic,4
g230071-d3681702,Italy,Emilia-Romagna,12.04141,44.2107,Pizza 99,4
g1087395-d4310086,The Netherlands,"",4.323082,51.849117,Pappagallo,4
g2357597-d4828092,Italy,Campania,14.39237,41.325195,Agriturismo Masseria dei Monaci,4
g1187270-d1791303,Italy,Veneto,10.726471,45.529823,Al Germano Reale,4
g186338-d4043043,United Kingdom,London,-0.192192,51.503998,Candella,4
g196659-d11932960,France,Hauts-de-France,1.849287,50.95621,"Restaurant L'Essentiel",4
g187177-d4268490,France,Hauts-de-France,2.398264,51.043304,Le taj mahal,4
g1064643-d4337495,Italy,Sicily,15.346428,38.214016,RistoBistrot 68,4
g775993-d4467990,Greece,Sporades,23.489897,39.162228,Syraino,4
g189154-d4048833,Portugal,Central Portugal,-9.462458,38.721027,Ataska n Areia,4
g1087668-d8595985,France,Brittany,-4.5975,48.27884,La Rhumerie de Camaret Café Burger,4
g424986-d2719642,France,Grand Est,7.325017,48.1907,Au Relais des Ménétriers,4
g609018-d986769,Spain,Catalonia,2.69823,42.199608,Can Quei,4
g194949-d3491945,Italy,Sardinia,9.510731,39.12214,Taverna Spiaggia del Riso,4
g186223-d1494210,United Kingdom,Buckinghamshire,-0.8104,51.665764,"Red Lion Tea Room, Bradenham",4
g187497-d1635597,Spain,Catalonia,2.167747,41.375324,Los Cachitos,4
g187520-d989368,Spain,Navarra,-1.642526,42.81893,Hosteria El Temple,4
g187426-d1038455,Germany,Thuringia,11.33095,50.97991,Residenz Cafe & Restaurant,4
g186402-d10842126,United Kingdom,West Midlands,-1.898769,52.481697,The Alchemist Colmore Row,4
g186338-d733604,United Kingdom,London,-0.18852,51.50228,Stick & Bowl,4
g580246-d8087296,Italy,Veneto,12.713519,45.527264,Baladin Jesolo La Guinguette,4
g911480-d2410808,Spain,Catalonia,1.678769,41.211575,"Sami's Restaurant Pizzeria",4
g1369972-d5797688,France,Auvergne-Rhone-Alpes,4.441111,45.892776,Le Rendez-Vous des Amis,4
g207358-d10460393,France,Auvergne-Rhone-Alpes,4.744608,45.836437,"All Fred's",4
g190729-d3346936,United Kingdom,Yorkshire,-1.5425,53.635242,Station Pub,4
g1057196-d2279223,Italy,Sardinia,9.570573,39.244556,Chaplin Spaghetteria Ristorante,4
g1025482-d3378929,United Kingdom,Leicestershire,-1.197565,52.45073,The Elms,4
g1492554-d3878671,Italy,Emilia-Romagna,11.608751,44.4372,Ristorante Pizzeria Baccanale,4
g1588116-d7060512,Spain,Andalucia,-2.005338,36.88074,Casa Diego Tercera Edad,4
g1547037-d3462108,United Kingdom,Derbyshire,-1.474093,53.30489,The Nawabs Brasserie,4
g806086-d8431256,United Kingdom,Peak District National Park,-1.742439,53.348236,Cafe Adventure,4
g1190953-d10831777,Portugal,Madeira Islands,-17.135145,32.728416,Requinte do Rochao - Restaurante,4
g187514-d4736037,Spain,Community of Madrid,-3.702068,40.41895,"Dunkin'",4
g196640-d2040027,France,Hauts-de-France,3.17354,50.63735,Estaminet Quanta,4
g499477-d3205259,United Kingdom,Bedfordshire,-0.49654,51.99784,Spice,4
g8634498-d8743704,United Kingdom,Stockton-on-Tees,-1.349219,54.520256,Sir Thomas Brown,4
g1799449-d10719345,Italy,Campania,15.590635,40.397438,Officina 83,4
g504106-d2544511,United Kingdom,Shropshire,-3.002367,52.87431,Ye Olde Boote Inn,4
g4260895-d5772541,Italy,Abruzzo,14.047341,42.336403,Il Poeta Del Mare,4
g187162-d1225356,France,Grand Est,6.18065,48.694164,"L'Epicerie",4
g186522-d8744280,Scotland,East Dunbartonshire,-4.15615,55.93936,"Alessio's café & bistro",4
g187855-d2618987,Italy,Piedmont,7.676906,45.095722,Cantine Vittoria,4
g196664-d4745198,France,Nouvelle-Aquitaine,-1.093882,46.076862,La fleur de sel,4
g187147-d808933,France,Ile-de-France,2.348738,48.86464,villa papillon,4
g187479-d3700955,Spain,Canary Islands,-16.730661,28.080215,Francis Steakhouse,4
g736284-d3506101,Spain,Valencian Country,0.134806,38.688152,El Rincon de Moraira,4
g15843893-d3446392,United Kingdom,Essex,0.487577,51.80874,The Windmill Chatham Green,4
g187430-d11809311,Spain,Andalucia,-4.780242,37.88049,Maridame,4
g187497-d2314335,Spain,Catalonia,2.166271,41.37892,Cera 23,4
g2239720-d12149818,Italy,Piedmont,7.40784,44.41693,Cascina Rosa,4
g187497-d5794988,Spain,Catalonia,2.162785,41.399105,Pikio Taco,4
g186368-d2432999,United Kingdom,Shropshire,-2.755655,52.7076,"Ashley's Bar",4
g186525-d10588080,Scotland,Edinburgh,-3.215554,55.946964,Magna Hungaria,4
g189117-d3451354,Portugal,Algarve,-8.67833,37.08612,Senses Restaurant,4
g196533-d5534639,France,Brittany,-2.95199,47.70356,Restaurant Chinois Le Singapore,4
g274856-d10536182,Poland,Central Poland,21.053919,52.143654,Wol Na Stol,4
g1028659-d1049550,Italy,Tuscany,10.928166,43.492626,Osteria del Castagno,4
g2544544-d8733158,France,Grand Est,7.738019,48.82369,Aux Berges de la Moder,4
g187147-d2192483,France,Ile-de-France,2.295286,48.853504,Le Casse Noix,4
g680989-d1907345,France,Hauts-de-France,2.462228,50.61398,Le Buffet,4
g186262-d12026016,United Kingdom,Dorset,-1.868911,50.72246,Agora Restaurant,4
g1168857-d4554820,Italy,"Valle d'Aosta",7.725306,45.83308,Il Golo,4
g1058794-d12253561,Spain,Valencian Country,-0.278425,39.67912,Gastroduc,4
g187253-d844455,France,"Provence-Alpes-Cote d'Azur",5.374301,43.293777,Il Canaletto,4
g191277-d2318503,Northern Ireland,"",-5.671857,54.662323,"Lili's Chinese Restaurant",4
g186338-d11907210,United Kingdom,London,-0.085954,51.552326,Perilla,4
g187147-d2640421,France,Ile-de-France,2.345628,48.86084,Adam et Eve Cafe,4
g504140-d2101244,United Kingdom,Somerset,-2.73015,51.05462,Spice Gallery,4
g196606-d3589701,France,Occitanie,3.920233,43.58472,Mas Campo,4
g654703-d3344536,Italy,Tuscany,10.484592,44.07374,Caffè Capretz,4
g1140301-d1137189,France,Brittany,-2.543051,47.688927,"Crêperie L'Aubépine",4
g504186-d3678409,United Kingdom,Tyne and Wear,-1.430161,54.996635,"Tuscano's",4
g190924-d3929285,Wales,North Wales,-3.141989,53.225872,The Coach & Horses,4
g187434-d2317340,Spain,Andalucia,-6.237731,36.61102,Pizzeria Blanca Paloma,4
g187265-d8002122,France,Auvergne-Rhone-Alpes,4.855574,45.767323,Pizzeria Il Fico,4
g641864-d790356,France,Occitanie,3.8985,43.62329,Le Bouzou,4
g609043-d10358821,Spain,Valencian Country,0.10335,38.84027,Meshi.co Restaurante,4
g274837-d6468597,Poland,Central Poland,19.460543,51.760983,Mitmi Restobar,4
g528858-d10771517,United Kingdom,Cornwall,-4.787529,50.269516,The Kings Arms,4
g1190903-d10478671,Portugal,Central Portugal,-8.710489,40.456207,Real - Restaurante Bar,4
g190753-d5849138,Wales,Southern Wales,-2.67821,51.64178,Coach & Horses Inn,4
g187804-d12082317,Italy,Emilia-Romagna,10.268259,44.81381,"Mastroianni's Bed & Bistro",4
g187394-d1955671,Germany,Rhineland-Palatinate,6.641697,49.755272,Oechsle Wein- & Fischhaus,4
g651676-d7606166,Belgium,Flanders,2.920018,51.137524,De Ratatouille,4
g966822-d3844701,Italy,Lombardy,9.496678,45.70736,Hostaria Don Lisander,4
g187465-d8118064,Spain,Balearic Islands,3.803128,40.004017,Park Aire,4
g1064407-d3989736,Spain,Region of Murcia,-1.175393,38.098858,Casa Herminio,4
g295371-d12091794,Croatia,Dalmatia,18.114328,42.673206,Konoba BoGo,4
g775935-d7133348,Greece,Ionian Islands,19.648573,39.743435,Hotel Marina Restaurant,4
g187261-d7261865,France,Auvergne-Rhone-Alpes,6.872759,45.924168,La Paniere,4
g194702-d10077913,Italy,Lombardy,10.219364,45.542423,Bistrot Il Mandorlo,4
g1020922-d2349198,Italy,Umbria,12.265239,42.713905,Casa Vissani,4
g187791-d9729134,Italy,Lazio,12.476879,41.893192,Su Ghetto,4
g187529-d4926328,Spain,Valencian Country,-0.368452,39.468792,"Casa Orxata, Bio Horchata",4
g187281-d8534630,Germany,Baden-Wurttemberg,7.850707,48.010258,Liebes Bisschen,4
g1156007-d3498114,Austria,Austrian Alps,13.422069,47.378807,"PEDRO's - Mexican Restaurant",4
g187848-d1535029,Italy,Lombardy,10.794893,45.15844,Cento Rampini,4
g303804-d7273147,Croatia,Dalmatia,18.21766,42.581017,Pastry & Coffee Shop Peco,4
g1080240-d6214447,France,Ile-de-France,2.446267,48.917442,Tirondino,4
g186419-d6363167,United Kingdom,Berkshire,-0.610105,51.482933,"Bill's Windsor",4
g187497-d11743949,Spain,Catalonia,2.164793,41.39141,Faborit Fresh Bar,4
g2480543-d7224034,Spain,Castile and Leon,-3.495262,41.559193,Restaurante Venta de Corpes,4
g488291-d2687296,Germany,Baden-Wurttemberg,8.233669,48.46611,Renchtalhütte,4
g187434-d3300348,Spain,Andalucia,-6.241968,36.589363,Los Rescoldos,4
g187073-d11947342,France,Grand Est,7.357312,48.074947,Le Zinc,4
g187153-d1327692,France,Occitanie,3.877203,43.60923,Restaurant la Place,4
g187147-d12632732,France,Ile-de-France,2.337761,48.868904,"Restaurant L'Oseille",4
g187791-d3264954,Italy,Lazio,12.465365,41.910564,Ninfeo Restaurant,4
g187147-d695168,France,Ile-de-France,2.304,48.865215,Bar des Theatres,4
g187162-d3950103,France,Grand Est,6.177817,48.69562,Les Oliviers,4
g15273945-d2318593,Spain,Asturias,-6.076545,43.448997,El llar de Viri,4
g1096387-d12233891,United Kingdom,East Anglia,0.581464,52.07866,Honey Hill,4
g315900-d4103147,Portugal,Northern Portugal,-8.118392,41.319508,Casa Ventura,4
g652116-d5888220,Spain,Balearic Islands,1.284975,38.998253,Restaurante La Torre Ibiza,4
g730082-d3966990,Italy,Marche,13.868748,42.99029,Concetti,4
g187529-d10834128,Spain,Valencian Country,-0.385393,39.466816,Nori,4
g1202900-d4972881,Italy,Campania,14.571865,40.739025,"Vico d' 'o vattariello",4
g4600418-d5501238,France,Hauts-de-France,3.062486,50.51989,Auberge Montfaucon,4
g186498-d10254280,Scotland,Argyll and Bute,-5.379506,56.572384,The Old Inn,4
g1190870-d8055514,Portugal,Algarve,-8.798043,37.440582,Restaurante-Cafe Dorita,4
g188671-d1237965,Belgium,Flanders,3.226722,51.209618,t’Brugs Pittahuis,4
